model,dataset,reasoning_enabled,reasoning_effort,repetition_penalty,sampling_strategy,do_sample,eval_mode,processor_class,batch_size,max_examples,max_new_tokens,seeds,n_iters,char_f1_report,char_precision_report,char_recall_report,semin_hard_precision_report,semin_hard_recall_report,semin_hard_f1_report,semin_soft_precision_report,semin_soft_recall_report,semin_soft_f1_report,wrong_text_count_avg,wrong_text_count_std,wrong_text_rate_report,predicted_spans_avg,predicted_spans_std,reasoning_unterminated_count_avg,reasoning_unterminated_count_std,reasoning_unterminated_rate_report,reasoning_skipped_count_avg,reasoning_skipped_rate_report,reasoning_tokens_avg_avg,reasoning_tokens_avg_std,elapsed_minute_avg,elapsed_minute_std
google/gemma-4-E2B-it,toxic_spans,False,n|a,,sampling,True,unconstrained,n|a,1,,18000,"42,43,44",3,48.29 ± 1.06,47.86 ± 0.96,50.91 ± 1.26,20.68 ± 1.64,25.00 ± 1.24,22.60 ± 1.11,20.68 ± 1.64,25.00 ± 1.24,22.60 ± 1.11,108.333,3.055,54.17 ± 1.53,157.0,3.606,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,11.494,0.424
google/gemma-4-E2B-it,toxic_spans,False,n|a,,sampling,True,constrained,token_aware,1,,18000,"42,43,44",3,34.20 ± 0.86,33.00 ± 0.88,43.28 ± 0.01,6.65 ± 0.59,57.74 ± 1.09,11.91 ± 0.91,6.65 ± 0.59,57.74 ± 1.09,11.91 ± 0.91,0.0,0.0,0.00 ± 0.00,242.667,8.622,0,0.0,0.00 ± 0.00,0,0.00 ± 0.00,0.0,0.0,16.404,0.411
